srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,text_10.stopped,key_resp_8.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_12.stopped,text_13.started,key_resp_9.started,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,key_resp_5.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,text_3.stopped,key_resp_3.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,DST_173_F_HPY.png,1,0,E,E,up,O,O,Z,O,X,V,4,x,11,11,0,x,1,0.9530586999608204,None,,,,,,,,,,,,,up,1,0.7873227000236511,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.506780399941,,,,,,,,,1144.5027408999158,1144.506780399941,1145.9641521999147,1145.9641521999147,1146.46435689996,1146.46435689996,1147.2141308999853,1147.2141308999853,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,1147.7141132999677,3.248233100050129,3.265409699990414,1147.9140554999467,1147.9140554999467,1147.9140554999467,1147.9140554999467,1147.9140554999467,1147.9140554999467,1147.9140554999467,1148.6821241999278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.684731699992,1148.6974534000037,1148.6974534000037,1149.4979425999336,,,,,1149.498245799914,1149.513813199941,1150.0701955999248,1149.9984481999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.9530586999608204,None,up,1,0.7873227000236511,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_129_F_HPY.png,1,0,V,V,up,O,W,O,Z,X,O,4,x,12,12,0,x,1,0.8083463000366464,None,,,,,,,,,,,,,up,1,0.7066991999745369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0701955999248,,,,,,,,,1150.067114799982,1150.0701955999248,1151.4975799999665,1151.4975799999665,1151.997582699987,1151.997582699987,1152.7475565999048,1152.7475565999048,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,1153.2475216999883,3.232937699998729,3.2503513999981806,1153.4475434999913,1153.4475434999913,1153.4475434999913,1153.4475434999913,1153.4475434999913,1153.4475434999913,1153.4475434999913,1154.0647980999202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.0659553000005,1154.0804654000094,1154.0804654000094,1154.7993875999236,,,,,1154.8001091999467,1154.8139320999617,1155.3573478999315,1155.29856939998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.8083463000366464,None,up,1,0.7066991999745369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_129_F_NUT.png,0,0,A,A,up,X,O,O,Z,O,W,2,x,13,13,0,x,1,1.4344708999851719,None,,,,,,,,,,,,,up,1,0.687223199987784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.3573478999315,,,,,,,,,1155.3533046999946,1155.3573478999315,1156.814022699953,1156.814022699953,1157.3140117999865,1157.3140117999865,1158.063998800004,1158.063998800004,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,1158.5639580999268,3.2478588999947533,3.265083899954334,1158.7639699999709,1158.7639699999709,1158.7639699999709,1158.7639699999709,1158.7639699999709,1158.7639699999709,1158.7639699999709,1160.0153808000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0181077999296,1160.030308999936,1160.030308999936,1160.7311205998994,,,,,1160.7314264999004,1160.7469712999882,1161.2862344000023,1161.2316147999372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.4344708999851719,None,up,1,0.687223199987784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_046_F_NUT.png,0,0,J,T,down,O,W,V,X,O,O,2,x,14,14,0,x,1,0.784007899928838,None,,,,,,,,,,,,,down,1,0.7458982999669388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.2862344000023,,,,,,,,,1161.283125899965,1161.2862344000023,1162.7306638999144,1162.7306638999144,1163.230654199957,1163.230654199957,1163.9849818999646,1163.9849818999646,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,1164.4803194999695,3.2358402000973,3.249505400075577,1164.6970592999132,1164.6970592999132,1164.6970592999132,1164.6970592999132,1164.6970592999132,1164.6970592999132,1164.6970592999132,1165.2669698999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.2714529999066,1165.2803277999628,1165.2803277999628,1166.0327200999018,,,,,1166.0336211000104,1166.0467871999135,1166.5864852999803,1166.5319050999824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.784007899928838,None,down,1,0.7458982999669388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_026_M_HPY.png,1,1,A,A,up,O,K,X,H,O,O,3,x,15,15,0,x,1,0.8504395999480039,None,,,,,,,,,,,,,up,1,0.5814809000585228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.5864852999803,,,,,,,,,1166.5844967999728,1166.5864852999803,1168.0473173999926,1168.0473173999926,1168.5472919999156,1168.5472919999156,1169.2972687999718,1169.2972687999718,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,1169.7970884999959,3.247871799976565,3.26495059998706,1169.997036799905,1169.997036799905,1169.997036799905,1169.997036799905,1169.997036799905,1169.997036799905,1169.997036799905,1170.6648758999072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.6676680999808,1170.6803067999426,1170.6803067999426,1171.2656154999277,,,,,1171.2663166999118,1171.280073300004,1171.8353207999608,1171.765048299916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.8504395999480039,None,up,1,0.5814809000585228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_074_M_NUT.png,0,1,G,G,up,O,H,O,K,N,O,1,n,16,16,0,n,1,1.1357577999588102,None,,,,,,,,,,,,,up,1,0.6299630999565125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.8353207999608,,,,,,,,,1171.8338852999732,1171.8353207999608,1173.279966400005,1173.279966400005,1173.7803552999394,1173.7803552999394,1174.5303398999386,1174.5303398999386,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,1175.029949399992,3.247983400011435,3.2645608000457287,1175.2302123999689,1175.2302123999689,1175.2302123999689,1175.2302123999689,1175.2302123999689,1175.2302123999689,1175.2302123999689,1176.182843199931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.1872882999014,1176.1972459999379,1176.1972459999379,1176.8328260999406,,,,,1176.8337428999366,1176.8470376000041,1177.408315400011,1177.3312195999315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1357577999588102,None,up,1,0.6299630999565125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_002_F_NUT.png,0,0,H,H,up,N,O,Z,O,H,O,2,n,17,17,0,n,1,1.6732922000810504,None,,,,,,,,,,,,,up,1,0.604958500014618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.408315400011,,,,,,,,,1177.406311300001,1177.408315400011,1178.8471175999148,1178.8471175999148,1179.3470107999165,1179.3470107999165,1180.0969723999733,1180.0969723999733,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,1180.5970347999828,3.24745340005029,3.2649513001088053,1180.796752299997,1180.796752299997,1180.796752299997,1180.796752299997,1180.796752299997,1180.796752299997,1180.796752299997,1182.2816530999262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.2833723999793,1182.2965967999771,1182.2965967999771,1182.9139716000063,,,,,1182.9142788999015,1182.9297958000097,1183.4683545998996,1183.4145310999593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.6732922000810504,None,up,1,0.604958500014618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_040_F_NUT.png,0,0,I,S,down,Z,O,O,N,O,K,2,n,18,18,0,n,1,1.2516652999911457,None,,,,,,,,,,,,,down,1,1.0737903999397531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.4683545998996,,,,,,,,,1183.4669101999607,1183.4683545998996,1184.9137913999148,1184.9137913999148,1185.4137745999033,1185.4137745999033,1186.1637637999374,1186.1637637999374,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,1186.6630810999777,3.233214599895291,3.24939919996541,1186.8634885000065,1186.8634885000065,1186.8634885000065,1186.8634885000065,1186.8634885000065,1186.8634885000065,1186.8634885000065,1187.9318918999052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.9353612000123,1187.946822799975,1187.946822799975,1189.0304775999393,,,,,1189.0307808999205,1189.0464070999296,1189.6048183999956,1189.531691399985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.2516652999911457,None,down,1,1.0737903999397531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_036_F_HPY.png,1,0,C,P,down,K,H,O,O,O,N,4,n,19,19,0,n,1,0.7846618000185117,None,,,,,,,,,,,,,down,1,0.658957599895075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.6048183999956,,,,,,,,,1189.6028199999128,1189.6048183999956,1191.0296465000138,1191.0296465000138,1191.5303397999378,1191.5303397999378,1192.2803329000017,1192.2803329000017,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,1192.7799200000009,3.233266400056891,3.2500191000290215,1192.9799160999246,1192.9799160999246,1192.9799160999246,1192.9799160999246,1192.9799160999246,1192.9799160999246,1192.9799160999246,1193.5804870999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.5817278999602,1193.596322499914,1193.596322499914,1194.2653739999514,,,,,1194.2658013999462,1194.2796772000147,1194.7800861999858,1194.764258399955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7846618000185117,None,down,1,0.658957599895075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.7645677999826,1194.7800861999858,1194.7800861999858,1210.5310283999424,space,15.733718600007705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_047_M_HPY.png,1,1,T  F  L  P  A,T,up,K,O,O,O,H,N,7,n,0,0,0,,,,,,,,,n,1,0.8739919000072405,None,,,,,,,,,up,1,0.7842795000178739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1210.6026330000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.5995352999307,1210.6026330000022,1212.0478473999538,1212.0478473999538,1214.0495448999573,1214.0495448999573,1216.5327671999112,1216.5327671999112,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,1217.0333252999699,6.4857781999744475,6.502839399967343,1217.246232299949,1217.246232299949,1217.246232299949,1217.246232299949,1217.246232299949,1217.246232299949,1217.246232299949,1217.9158000999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.9201307999901,1217.9296602999093,1217.9296602999093,1218.7311880999478,,,,,1218.735406099935,1218.7463036999106,1219.2815795999486,1219.2304229999427,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8739919000072405,None,up,1,0.7842795000178739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_071_M_NUT.png,0,1,D  P  M  B  R,R,up,W,O,O,O,V,N,5,n,1,1,0,,,,,,,,,n,1,1.1045278999954462,None,,,,,,,,,up,1,0.6349473999580368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,1219.2815795999486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.2770896999864,1219.2815795999486,1220.7465283999918,1220.7465283999918,1222.7464432999259,1222.7464432999259,1225.2464101999067,1225.2464101999067,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,1225.7464193999767,6.498511699959636,6.515925299958326,1225.9463940999703,1225.9463940999703,1225.9463940999703,1225.9463940999703,1225.9463940999703,1225.9463940999703,1225.9463940999703,1226.8634523999644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.8645999999717,1226.8793922999175,1226.8793922999175,1227.5300960999448,,,,,1227.5304004999343,1227.5459536999697,1228.0841904999688,1228.0303164999932,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1045278999954462,None,up,1,0.6349473999580368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_089_M_HPY.png,1,1,M  T  H  J  G,B,down,O,V,X,Z,O,O,7,x,2,2,0,,,,,,,,,x,1,0.770183700020425,None,,,,,,,,,down,1,0.8884991999948397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1228.0841904999688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.0810745999916,1228.0841904999688,1229.5296445999993,1229.5296445999993,1231.529500399949,1231.529500399949,1234.0294971999247,1234.0294971999247,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,1234.529500399949,6.482728200033307,6.500139100011438,1234.729476599954,1234.729476599954,1234.729476599954,1234.729476599954,1234.729476599954,1234.729476599954,1234.729476599954,1235.3142162999138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.317013099906,1235.3307875999017,1235.3307875999017,1236.2313709999435,,,,,1236.2322607999668,1236.246254800004,1236.7905778000131,1236.7304387999466,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.770183700020425,None,down,1,0.8884991999948397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
3,DST_093_M_NUT.png,0,1,S  M  B  Y  Q,M,up,W,N,O,O,O,Z,5,n,3,3,0,,,,,,,,,n,1,1.0050359000451863,None,,,,,,,,,down,0,1.117419600021094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,1236.7905778000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.7864617999876,1236.7905778000131,1238.2461081999354,1238.2461081999354,1240.2460722000105,1240.2460722000105,1242.7459886999568,1242.7459886999568,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,1243.2459952000063,6.497889699996449,6.5151419000467286,1243.4459762999322,1243.4459762999322,1243.4459762999322,1243.4459762999322,1243.4459762999322,1243.4459762999322,1243.4459762999322,1244.2647893999238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.265973499976,1244.2791481999448,1244.2791481999448,1245.398621100001,,,,,1245.4036041999934,1245.4144170999061,,1245.9131709999638,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.0050359000451863,None,down,0,1.117419600021094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
